Loyalty Number,Cluster,Persona,Recency (Months),Total Flights,Distance,Points Redeemed,Salary
830931,0,High-Value Redeemers,2,44,73631,1309,66731.0
229204,2,Occasional / Declining Flyers,0,8,11772,686,73455.0
437269,2,Occasional / Declining Flyers,10,17,24926,524,73455.0
202761,1,Inactive / Zero Flights,999,0,0,0,73455.0
723390,2,Occasional / Declining Flyers,21,3,4266,0,54139.0
956005,4,Active Points Hoarders,0,54,82356,789,96476.0
683361,2,Occasional / Declining Flyers,0,28,36738,0,53178.0
370486,3,Legacy High-Income Churned,0,27,49412,1001,148510.0
279919,4,Active Points Hoarders,0,43,53884,349,97643.0
635249,4,Active Points Hoarders,0,33,47318,543,73455.0
849415,4,Active Points Hoarders,3,40,47167,0,73455.0
334003,0,High-Value Redeemers,0,30,47644,1754,70874.0
256323,0,High-Value Redeemers,0,37,70731,1375,87635.0
553567,2,Occasional / Declining Flyers,13,12,18481,0,87635.0
612555,0,High-Value Redeemers,3,41,66017,2084,87635.0
411242,1,Inactive / Zero Flights,999,0,0,0,73455.0
353128,0,High-Value Redeemers,1,38,53507,1672,83071.0
367961,0,High-Value Redeemers,0,44,66680,1914,73455.0
431899,4,Active Points Hoarders,1,40,69711,1113,73455.0
835491,4,Active Points Hoarders,0,32,45600,988,70850.0
791355,4,Active Points Hoarders,0,41,55725,0,92717.0
331258,0,High-Value Redeemers,0,29,39321,1168,105218.0
713329,4,Active Points Hoarders,0,47,64182,0,88748.0
422805,0,High-Value Redeemers,1,29,41676,2574,74413.0
660376,0,High-Value Redeemers,1,29,41394,1295,74413.0
841677,4,Active Points Hoarders,0,27,47277,690,74413.0
871329,1,Inactive / Zero Flights,999,0,0,0,55795.0
626326,1,Inactive / Zero Flights,999,0,0,0,92301.0
412854,4,Active Points Hoarders,0,41,67597,0,73455.0
686728,4,Active Points Hoarders,1,75,118734,0,80816.0
333621,0,High-Value Redeemers,1,30,49084,1811,73455.0
270570,0,High-Value Redeemers,1,33,55700,1677,73455.0
305171,0,High-Value Redeemers,2,35,43659,1261,73455.0
715668,2,Occasional / Declining Flyers,13,2,1396,0,73845.0
197529,1,Inactive / Zero Flights,999,0,0,0,73455.0
496325,0,High-Value Redeemers,0,48,65881,1876,64828.0
873180,2,Occasional / Declining Flyers,4,12,19033,611,64828.0
630320,4,Active Points Hoarders,0,50,87384,0,88028.0
304944,4,Active Points Hoarders,0,48,73506,540,73455.0
615662,0,High-Value Redeemers,3,45,67784,1753,73455.0
887192,2,Occasional / Declining Flyers,0,11,17484,543,73455.0
540497,0,High-Value Redeemers,1,28,36723,1903,73455.0
673061,2,Occasional / Declining Flyers,19,7,7508,0,73455.0
534794,1,Inactive / Zero Flights,999,0,0,0,66905.0
336341,4,Active Points Hoarders,1,35,56945,1026,73455.0
465530,0,High-Value Redeemers,0,30,41773,1183,96694.0
600598,0,High-Value Redeemers,0,39,60162,1976,73455.0
724720,4,Active Points Hoarders,2,42,57862,1040,73455.0
627489,0,High-Value Redeemers,0,42,63928,3185,73455.0
264064,2,Occasional / Declining Flyers,10,15,18095,0,73455.0
740762,4,Active Points Hoarders,0,57,87831,1032,97502.0
527622,0,High-Value Redeemers,0,41,63808,1425,59023.0
984636,4,Active Points Hoarders,0,35,63078,742,59023.0
110691,4,Active Points Hoarders,0,30,49309,503,73455.0
737791,0,High-Value Redeemers,1,36,58332,1556,73455.0
219413,0,High-Value Redeemers,0,41,61809,1996,47673.0
260685,4,Active Points Hoarders,1,39,59608,0,45384.0
501363,0,High-Value Redeemers,0,41,59791,1231,45384.0
982202,2,Occasional / Declining Flyers,0,19,27413,0,45384.0
218529,2,Occasional / Declining Flyers,0,24,31680,0,73455.0
343051,4,Active Points Hoarders,0,76,112907,487,63561.0
881157,0,High-Value Redeemers,0,45,71303,1315,54361.0
426185,0,High-Value Redeemers,0,40,61070,1381,83007.0
546758,4,Active Points Hoarders,2,43,72239,644,73455.0
270723,4,Active Points Hoarders,0,40,52141,1042,72435.0
794248,4,Active Points Hoarders,0,45,68281,0,73455.0
504715,0,High-Value Redeemers,1,41,57475,1283,73455.0
380183,4,Active Points Hoarders,0,40,61268,407,73455.0
654817,0,High-Value Redeemers,0,36,56000,1320,78722.0
541078,0,High-Value Redeemers,2,27,43521,1359,68089.0
555112,2,Occasional / Declining Flyers,15,8,11833,0,73455.0
726732,2,Occasional / Declining Flyers,13,22,31252,859,73455.0
948327,2,Occasional / Declining Flyers,2,7,6715,0,78659.0
384269,4,Active Points Hoarders,2,48,60930,857,68896.0
791852,4,Active Points Hoarders,2,37,54854,0,68896.0
372183,0,High-Value Redeemers,0,33,54262,2883,73455.0
481857,4,Active Points Hoarders,0,53,96288,569,71458.0
411523,0,High-Value Redeemers,0,79,102332,2098,62761.0
765252,4,Active Points Hoarders,0,36,65250,824,73455.0
539358,4,Active Points Hoarders,0,43,61974,883,108218.0
697837,4,Active Points Hoarders,0,41,64244,0,108218.0
464471,1,Inactive / Zero Flights,999,0,0,0,73455.0
410921,4,Active Points Hoarders,0,42,59799,487,114778.0
826304,4,Active Points Hoarders,0,36,55163,590,85182.0
200077,2,Occasional / Declining Flyers,0,25,44215,493,73455.0
597897,2,Occasional / Declining Flyers,0,5,6953,0,73455.0
119408,2,Occasional / Declining Flyers,0,4,4900,0,73455.0
241167,4,Active Points Hoarders,0,38,71008,565,73715.0
159275,0,High-Value Redeemers,0,47,67178,2460,109664.0
615439,0,High-Value Redeemers,0,72,113411,2852,109664.0
458697,0,High-Value Redeemers,1,50,69284,2470,73455.0
620465,4,Active Points Hoarders,1,45,76983,427,73455.0
654578,4,Active Points Hoarders,0,40,63291,1029,89537.0
432451,4,Active Points Hoarders,0,38,64492,0,73455.0
251116,2,Occasional / Declining Flyers,22,1,1367,0,83445.0
381786,2,Occasional / Declining Flyers,0,6,10056,0,79731.0
440967,0,High-Value Redeemers,0,26,37646,2053,79731.0
368292,2,Occasional / Declining Flyers,22,2,1182,0,73455.0
493677,4,Active Points Hoarders,0,59,84176,343,45229.0
815207,4,Active Points Hoarders,1,59,87848,441,48680.0
850418,4,Active Points Hoarders,0,44,74100,1076,45229.0
574560,1,Inactive / Zero Flights,999,0,0,0,78644.0
406574,4,Active Points Hoarders,2,44,80668,617,105231.0
532925,2,Occasional / Declining Flyers,15,26,39210,643,52194.0
119837,0,High-Value Redeemers,0,37,60609,1813,73455.0
546039,4,Active Points Hoarders,1,31,47520,0,100760.0
950914,0,High-Value Redeemers,0,38,54261,1289,100760.0
387129,4,Active Points Hoarders,0,61,93072,979,73455.0
876006,4,Active Points Hoarders,0,56,84838,876,71563.0
230311,0,High-Value Redeemers,0,38,66250,1226,54123.0
955991,0,High-Value Redeemers,1,26,46228,2403,91681.0
279409,4,Active Points Hoarders,0,38,49182,0,73455.0
293531,4,Active Points Hoarders,0,32,45586,414,73455.0
886127,4,Active Points Hoarders,4,34,39840,466,73455.0
536021,2,Occasional / Declining Flyers,0,7,10813,531,50795.0
687108,1,Inactive / Zero Flights,999,0,0,0,50795.0
579005,4,Active Points Hoarders,0,52,82665,506,49031.0
758372,4,Active Points Hoarders,0,36,52895,0,73455.0
671764,3,Legacy High-Income Churned,1,63,88357,501,222764.0
142290,4,Active Points Hoarders,0,55,70323,0,73455.0
605505,0,High-Value Redeemers,0,41,53596,1131,73455.0
745336,3,Legacy High-Income Churned,999,0,0,0,288934.0
413185,3,Legacy High-Income Churned,0,37,55190,449,175830.0
715462,4,Active Points Hoarders,1,35,60788,0,61579.0
739933,0,High-Value Redeemers,0,36,45270,1880,83138.0
675106,4,Active Points Hoarders,0,51,74378,758,104812.0
767728,2,Occasional / Declining Flyers,0,9,14518,348,56104.0
244032,0,High-Value Redeemers,1,36,56058,1445,88871.0
872408,1,Inactive / Zero Flights,999,0,0,0,56173.0
583648,4,Active Points Hoarders,0,28,46088,668,59210.0
250380,3,Legacy High-Income Churned,1,26,45760,0,219564.0
935504,0,High-Value Redeemers,1,29,35741,2057,73455.0
311943,3,Legacy High-Income Churned,2,28,45378,1654,219184.0
811684,2,Occasional / Declining Flyers,0,22,37852,0,104990.0
672103,0,High-Value Redeemers,3,40,47963,2363,73455.0
657339,4,Active Points Hoarders,2,43,69860,525,52820.0
433812,4,Active Points Hoarders,0,34,48512,613,73455.0
217284,3,Legacy High-Income Churned,999,0,0,0,241906.0
559304,2,Occasional / Declining Flyers,6,26,36230,537,73455.0
290249,0,High-Value Redeemers,0,73,113656,2114,75400.0
948815,0,High-Value Redeemers,0,41,76264,1544,78293.0
513229,4,Active Points Hoarders,0,30,51265,520,75040.0
501278,4,Active Points Hoarders,0,40,41586,0,73455.0
348299,1,Inactive / Zero Flights,999,0,0,0,73455.0
500455,4,Active Points Hoarders,3,34,51887,537,57385.0
277356,2,Occasional / Declining Flyers,13,7,10828,0,73455.0
615394,0,High-Value Redeemers,1,39,52144,1201,67071.0
936723,2,Occasional / Declining Flyers,13,22,23577,0,73455.0
158314,2,Occasional / Declining Flyers,4,16,18831,1081,60235.0
418090,0,High-Value Redeemers,1,32,35705,1550,60235.0
769623,4,Active Points Hoarders,0,32,51013,557,60235.0
685314,4,Active Points Hoarders,0,33,38684,291,55335.0
413282,0,High-Value Redeemers,0,40,71549,1774,58729.0
884088,0,High-Value Redeemers,1,37,64041,1381,73455.0
445867,4,Active Points Hoarders,2,38,49808,519,73455.0
568286,0,High-Value Redeemers,0,29,52020,1447,73455.0
965066,2,Occasional / Declining Flyers,6,18,30345,0,85887.0
105145,1,Inactive / Zero Flights,999,0,0,0,73455.0
516329,0,High-Value Redeemers,0,36,56932,1426,73455.0
945479,4,Active Points Hoarders,2,39,53955,477,54073.0
363925,2,Occasional / Declining Flyers,0,24,30716,567,73455.0
798216,4,Active Points Hoarders,0,35,41962,0,53738.0
822694,0,High-Value Redeemers,0,47,70355,1675,49577.0
747483,2,Occasional / Declining Flyers,0,6,10141,459,73455.0
784838,4,Active Points Hoarders,0,58,83452,820,73455.0
405597,0,High-Value Redeemers,1,28,39153,1185,47774.0
502592,4,Active Points Hoarders,0,31,44948,850,60759.0
999143,1,Inactive / Zero Flights,999,0,0,0,58473.0
134717,2,Occasional / Declining Flyers,1,23,35884,705,73455.0
416620,2,Occasional / Declining Flyers,0,3,6753,0,58863.0
198424,0,High-Value Redeemers,0,35,55510,1107,73455.0
455892,4,Active Points Hoarders,1,43,86226,0,73455.0
814653,2,Occasional / Declining Flyers,0,27,32150,795,59278.0
636505,0,High-Value Redeemers,1,28,45297,2101,51831.0
923268,2,Occasional / Declining Flyers,2,14,22910,581,70635.0
685346,4,Active Points Hoarders,1,34,39042,408,72587.0
967634,2,Occasional / Declining Flyers,0,1,2026,0,72587.0
919506,2,Occasional / Declining Flyers,0,5,7185,0,68312.0
272944,4,Active Points Hoarders,0,37,47790,431,73455.0
512906,0,High-Value Redeemers,0,25,41036,1822,73455.0
490984,0,High-Value Redeemers,1,38,64081,1961,73455.0
812042,4,Active Points Hoarders,0,36,48918,0,82578.0
366719,2,Occasional / Declining Flyers,0,22,26752,919,66902.0
192177,4,Active Points Hoarders,0,49,75972,602,98422.0
273353,2,Occasional / Declining Flyers,0,17,20742,0,98422.0
249555,4,Active Points Hoarders,1,41,65874,0,73455.0
103862,3,Legacy High-Income Churned,0,37,69191,2686,299560.0
121935,3,Legacy High-Income Churned,0,25,31699,411,299560.0
224402,4,Active Points Hoarders,0,33,51766,0,63634.0
988839,1,Inactive / Zero Flights,999,0,0,0,63634.0
416768,4,Active Points Hoarders,0,40,56494,786,73455.0
667767,4,Active Points Hoarders,1,37,50166,791,70557.0
955178,4,Active Points Hoarders,2,30,39720,849,49760.0
534716,0,High-Value Redeemers,0,48,69204,1448,59712.0
565041,0,High-Value Redeemers,1,37,61393,1698,98417.0
596004,0,High-Value Redeemers,0,34,58198,1751,73455.0
340934,1,Inactive / Zero Flights,999,0,0,0,47446.0
335839,0,High-Value Redeemers,1,44,60960,1241,90889.0
621940,3,Legacy High-Income Churned,3,14,18708,1888,162087.0
308379,4,Active Points Hoarders,0,43,70145,518,74847.0
683791,0,High-Value Redeemers,0,42,61120,1538,47834.0
715015,4,Active Points Hoarders,0,33,59466,940,47834.0
835796,3,Legacy High-Income Churned,1,48,69185,553,254243.0
564201,4,Active Points Hoarders,2,36,46002,0,69406.0
572410,4,Active Points Hoarders,0,46,62977,416,73455.0
306288,2,Occasional / Declining Flyers,10,24,31126,0,47792.0
568111,4,Active Points Hoarders,0,35,39432,0,47792.0
201220,0,High-Value Redeemers,0,49,74581,1705,63517.0
533766,0,High-Value Redeemers,0,26,39626,1170,73455.0
990933,3,Legacy High-Income Churned,0,41,61518,1243,244110.0
968764,4,Active Points Hoarders,0,34,65873,0,70867.0
613265,0,High-Value Redeemers,1,46,70970,2047,71783.0
163608,4,Active Points Hoarders,0,40,55254,794,73455.0
237984,4,Active Points Hoarders,0,43,68790,908,73455.0
288419,4,Active Points Hoarders,2,31,53716,576,73455.0
285738,2,Occasional / Declining Flyers,19,14,23694,0,58563.0
666556,4,Active Points Hoarders,1,42,63678,940,69529.0
698180,2,Occasional / Declining Flyers,0,13,17212,1098,69529.0
807589,0,High-Value Redeemers,0,58,88720,1792,72205.0
135382,0,High-Value Redeemers,0,47,86827,3042,73455.0
444778,4,Active Points Hoarders,0,39,53005,0,73455.0
502534,4,Active Points Hoarders,0,34,53662,352,85221.0
589840,2,Occasional / Declining Flyers,2,26,42597,469,73455.0
551300,4,Active Points Hoarders,0,60,87617,386,73455.0
990204,4,Active Points Hoarders,0,38,57056,594,73455.0
148299,0,High-Value Redeemers,2,35,43968,1295,73455.0
412902,0,High-Value Redeemers,0,50,80061,1330,79329.0
602694,2,Occasional / Declining Flyers,0,9,16515,0,79329.0
662934,4,Active Points Hoarders,1,52,53264,0,73455.0
205445,4,Active Points Hoarders,0,37,55081,423,65697.0
883349,1,Inactive / Zero Flights,999,0,0,0,67182.0
773293,4,Active Points Hoarders,0,34,49834,579,76838.0
957127,2,Occasional / Declining Flyers,0,27,42445,0,55983.0
176611,2,Occasional / Declining Flyers,0,26,36035,608,56566.0
848248,4,Active Points Hoarders,1,48,63074,928,56566.0
162013,4,Active Points Hoarders,1,30,50165,488,70540.0
706628,2,Occasional / Declining Flyers,0,7,16121,0,73455.0
495027,2,Occasional / Declining Flyers,1,27,42867,0,67246.0
731001,2,Occasional / Declining Flyers,1,15,23104,717,67246.0
106001,0,High-Value Redeemers,0,76,119565,2698,39000.0
692096,4,Active Points Hoarders,1,43,61585,807,39000.0
544569,2,Occasional / Declining Flyers,6,29,33161,715,100482.0
616220,4,Active Points Hoarders,1,30,50816,0,100482.0
890361,2,Occasional / Declining Flyers,0,16,30143,429,73455.0
778426,2,Occasional / Declining Flyers,1,23,37397,0,80921.0
211083,4,Active Points Hoarders,0,40,59425,929,73455.0
693256,4,Active Points Hoarders,0,36,56034,0,47937.0
343377,4,Active Points Hoarders,0,43,61242,793,47541.0
608739,0,High-Value Redeemers,0,47,66543,1454,73455.0
421497,4,Active Points Hoarders,1,39,49812,0,63840.0
268094,2,Occasional / Declining Flyers,2,16,21903,650,73455.0
982608,2,Occasional / Declining Flyers,19,9,12296,871,73455.0
703882,1,Inactive / Zero Flights,999,0,0,0,73455.0
821404,2,Occasional / Declining Flyers,4,21,31797,0,67898.0
544561,0,High-Value Redeemers,1,29,37222,1231,73455.0
528074,1,Inactive / Zero Flights,999,0,0,0,103558.0
709550,0,High-Value Redeemers,1,38,59735,1334,103558.0
601448,0,High-Value Redeemers,0,46,75006,2500,50663.0
264234,0,High-Value Redeemers,0,36,59726,1196,73455.0
989048,4,Active Points Hoarders,0,45,75402,475,73455.0
788460,4,Active Points Hoarders,10,29,41886,882,83431.0
765973,1,Inactive / Zero Flights,999,0,0,0,73455.0
831087,0,High-Value Redeemers,0,40,58940,1833,86648.0
750776,2,Occasional / Declining Flyers,10,11,20115,443,53537.0
401336,4,Active Points Hoarders,1,38,49895,437,73455.0
936612,2,Occasional / Declining Flyers,15,19,25684,632,87727.0
785836,4,Active Points Hoarders,0,47,73370,0,58918.0
161437,4,Active Points Hoarders,0,42,67067,567,80191.0
654187,4,Active Points Hoarders,0,39,54984,779,80191.0
801821,2,Occasional / Declining Flyers,0,27,35658,473,73455.0
655044,2,Occasional / Declining Flyers,0,25,41364,931,67193.0
223946,4,Active Points Hoarders,0,43,56951,434,91978.0
531286,0,High-Value Redeemers,2,32,51458,1976,61515.0
655614,1,Inactive / Zero Flights,999,0,0,0,89566.0
101876,2,Occasional / Declining Flyers,6,12,18264,1187,73455.0
908729,0,High-Value Redeemers,0,27,41592,2334,73455.0
622269,1,Inactive / Zero Flights,999,0,0,0,47523.0
929701,4,Active Points Hoarders,0,51,67105,588,73455.0
622171,2,Occasional / Declining Flyers,5,5,6295,0,55002.0
708020,0,High-Value Redeemers,0,48,68801,1860,77863.0
919922,2,Occasional / Declining Flyers,8,17,21561,0,73455.0
479872,4,Active Points Hoarders,1,37,59710,757,63688.0
277091,2,Occasional / Declining Flyers,1,25,41526,0,150410.0
386363,4,Active Points Hoarders,0,40,58086,1098,72667.0
307233,4,Active Points Hoarders,1,48,68018,643,73455.0
199342,4,Active Points Hoarders,0,40,67270,1085,73455.0
810257,0,High-Value Redeemers,2,42,63047,2684,73455.0
252341,4,Active Points Hoarders,2,41,64932,336,52779.0
485397,4,Active Points Hoarders,0,42,57539,0,64090.0
328180,4,Active Points Hoarders,2,53,81072,968,61809.0
687748,2,Occasional / Declining Flyers,1,13,23005,0,104192.0
368830,1,Inactive / Zero Flights,999,0,0,0,73455.0
249224,4,Active Points Hoarders,0,47,86446,999,87259.0
444684,0,High-Value Redeemers,0,44,62037,1737,87259.0
181726,0,High-Value Redeemers,0,37,61426,1881,67132.0
275413,4,Active Points Hoarders,0,67,101731,1057,88055.0
530978,3,Legacy High-Income Churned,2,43,51866,1513,187913.0
372261,3,Legacy High-Income Churned,0,43,64169,853,192498.0
738427,3,Legacy High-Income Churned,0,49,77744,1549,192498.0
295929,0,High-Value Redeemers,1,31,45990,1690,95061.0
381717,2,Occasional / Declining Flyers,1,10,10814,0,95061.0
437022,4,Active Points Hoarders,0,38,61910,331,95061.0
582861,2,Occasional / Declining Flyers,0,25,37048,0,95061.0
945014,0,High-Value Redeemers,2,28,51115,1110,95061.0
809728,3,Legacy High-Income Churned,4,12,19493,580,168331.0
460207,4,Active Points Hoarders,0,44,58215,625,60392.0
567256,4,Active Points Hoarders,1,36,48838,541,60392.0
649089,4,Active Points Hoarders,1,68,68892,0,21022.0
290599,4,Active Points Hoarders,0,34,41247,0,71559.0
878909,4,Active Points Hoarders,0,45,69326,0,44471.0
941194,2,Occasional / Declining Flyers,0,6,11517,471,100264.0
600820,3,Legacy High-Income Churned,999,0,0,0,228861.0
430228,0,High-Value Redeemers,0,48,62521,1371,92213.0
646168,4,Active Points Hoarders,1,35,50221,615,84300.0
866302,4,Active Points Hoarders,1,34,59996,818,104907.0
983524,4,Active Points Hoarders,0,71,118872,575,50598.0
189146,2,Occasional / Declining Flyers,13,17,29216,1300,68065.0
290517,1,Inactive / Zero Flights,999,0,0,0,68065.0
513000,2,Occasional / Declining Flyers,0,7,8059,0,63901.0
917352,2,Occasional / Declining Flyers,3,19,26314,0,63901.0
277910,4,Active Points Hoarders,0,41,52421,588,56468.0
345014,4,Active Points Hoarders,0,40,58074,469,73455.0
911744,2,Occasional / Declining Flyers,0,29,25915,454,58725.0
484194,0,High-Value Redeemers,0,31,46161,2342,73455.0
618309,4,Active Points Hoarders,1,32,41300,0,78749.0
160686,0,High-Value Redeemers,0,46,88220,1293,65470.0
355995,0,High-Value Redeemers,2,30,54467,1086,65470.0
519203,4,Active Points Hoarders,2,38,47790,384,86969.0
306402,4,Active Points Hoarders,0,34,53662,778,53024.0
428590,1,Inactive / Zero Flights,999,0,0,0,47256.0
446315,2,Occasional / Declining Flyers,8,29,38314,861,79591.0
576716,0,High-Value Redeemers,0,37,56511,1178,79591.0
111646,0,High-Value Redeemers,13,24,45971,1100,67445.0
685982,4,Active Points Hoarders,1,39,63127,491,67445.0
166037,4,Active Points Hoarders,0,40,51251,0,68031.0
236593,0,High-Value Redeemers,0,40,69611,1256,73455.0
784113,4,Active Points Hoarders,0,44,67491,447,73455.0
896790,0,High-Value Redeemers,1,44,68407,1276,47177.0
990595,4,Active Points Hoarders,0,31,50287,572,47177.0
773261,4,Active Points Hoarders,0,29,48441,0,73455.0
756907,4,Active Points Hoarders,1,43,55672,867,77266.0
455287,2,Occasional / Declining Flyers,1,4,4980,379,82894.0
633999,2,Occasional / Declining Flyers,1,22,25670,462,83735.0
285484,2,Occasional / Declining Flyers,5,26,29573,327,73455.0
342738,1,Inactive / Zero Flights,999,0,0,0,73455.0
