Loyalty Number,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month,Total Flights,Distance,Points Accumulated,Points Redeemed,Months Active,Last Flight Date,Recency (Months)
354438,Canada,Quebec,Montreal,H2T 2J6,Male,College,73455.0,Married,Star,4167.09,Standard,2018,9,,,12,20632,20632.0,328,48,2018-11-30,1
746060,Canada,British Columbia,Victoria,V10 6T5,Male,College,73455.0,Married,Star,4167.09,Standard,2014,4,,,44,67731,67731.0,421,24,2018-12-31,0
469718,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,73544.0,Married,Star,4167.42,Standard,2013,1,,,36,42419,42419.0,584,24,2018-11-30,1
164429,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,57852.0,Single,Star,4169.36,Standard,2012,9,,,38,53549,53549.0,2221,24,2018-11-30,1
708373,Canada,Ontario,Toronto,M2P 4F6,Female,Bachelor,57852.0,Single,Star,4169.36,Standard,2017,3,,,42,47709,47709.0,0,24,2018-12-31,0
225088,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,97991.0,Married,Star,4170.34,Standard,2015,9,,,32,48849,48849.0,0,24,2018-12-31,0
100214,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,63253.0,Married,Star,4170.57,Standard,2015,8,,,22,38236,38236.0,861,24,2018-12-31,0
459999,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,53465.0,Single,Star,4170.69,Standard,2017,9,,,25,35447,35447.0,694,24,2018-11-30,1
553936,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,53465.0,Single,Star,4170.69,Standard,2014,12,2015.0,8.0,0,0,0.0,0,24,,999
268128,Canada,Ontario,Toronto,P1W 1K4,Female,High School or Below,47663.0,Married,Star,4177.88,Standard,2013,1,,,47,79339,79339.0,992,24,2018-10-31,2
930584,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,73455.0,Single,Star,4185.76,Standard,2015,7,,,43,51360,51360.0,468,24,2018-12-31,0
327796,Canada,Quebec,Quebec City,G1B 3L5,Male,College,73455.0,Single,Star,4191.06,Standard,2017,6,,,28,49694,49694.0,380,24,2018-11-30,1
947467,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,49937.0,Married,Star,4196.43,Standard,2015,2,,,39,56203,56203.0,1848,24,2018-12-31,0
743510,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,73455.0,Single,Star,4196.65,Standard,2016,5,,,32,48149,48149.0,417,24,2018-12-31,0
580324,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,61113.0,Married,Star,4198.03,Standard,2013,6,,,22,39372,39372.0,1089,24,2018-11-30,1
845613,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,54297.0,Married,Star,4198.03,Standard,2018,10,,,3,4701,4701.0,687,24,2018-12-31,0
645919,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,66297.0,Divorced,Aurora,7484.31,2018 Promotion,2018,3,,,42,57252,85878.0,0,11,2018-12-31,0
423324,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,69599.0,Divorced,Star,4200.37,Standard,2017,12,,,10,8177,8177.0,0,24,2018-09-30,3
101945,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,86098.0,Married,Star,4202.66,Standard,2013,11,,,39,63004,63004.0,1219,24,2018-12-31,0
713636,Canada,Ontario,London,M5B 3E4,Male,Doctor,48109.0,Married,Star,4212.8,Standard,2014,8,,,29,43118,43118.0,547,24,2018-08-31,4
302509,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Doctor,74238.0,Married,Star,4213.92,Standard,2017,3,,,27,41366,41366.0,0,24,2018-12-31,0
789421,Canada,British Columbia,Vancouver,V1E 4R6,Female,College,73455.0,Single,Star,4217.86,Standard,2016,11,,,30,41637,41637.0,0,24,2018-07-31,5
914255,Canada,Ontario,Toronto,M8Y 4K8,Male,College,73455.0,Single,Star,4217.86,Standard,2015,11,2016.0,7.0,0,0,0.0,0,24,,999
675879,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,78617.0,Married,Aurora,8000.55,2018 Promotion,2018,2,,,81,114998,172497.0,541,11,2018-12-31,0
404426,Canada,British Columbia,Vancouver,V6E 3D9,Female,Doctor,99696.0,Married,Star,4223.27,Standard,2014,9,,,25,41905,41905.0,1445,24,2018-12-31,0
260106,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,88876.0,Single,Star,4228.25,Standard,2013,6,2017.0,4.0,6,10579,10579.0,0,24,2017-03-31,21
827194,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,71450.0,Married,Aurora,8255.76,2018 Promotion,2018,3,,,44,68440,102660.0,1158,11,2018-11-30,1
438023,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,College,73455.0,Married,Star,4228.73,Standard,2013,1,,,26,29121,29121.0,0,24,2018-11-30,1
397518,Canada,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,76056.0,Married,Star,4235.18,Standard,2018,1,2018.0,9.0,16,27719,27719.0,0,24,2018-09-30,3
645742,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,76056.0,Married,Star,4235.18,Standard,2014,8,2015.0,8.0,0,0,0.0,0,24,,999
872932,Canada,Quebec,Montreal,H2Y 2W2,Male,High School or Below,72685.0,Married,Star,4236.3,Standard,2015,3,,,42,50635,50635.0,448,24,2018-12-31,0
407945,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,75108.0,Married,Star,4236.47,Standard,2012,12,,,49,89236,89236.0,1053,24,2018-12-31,0
211714,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Doctor,103572.0,Married,Star,4236.84,Standard,2015,6,,,49,59866,59866.0,3025,24,2018-12-31,0
410982,Canada,Ontario,Trenton,K8V 4B2,Male,Master,132353.0,Married,Star,4237.37,Standard,2017,2,,,42,62797,62797.0,2156,24,2018-12-31,0
905213,Canada,British Columbia,Vancouver,V6E 3D9,Female,Master,132353.0,Married,Star,4237.37,Standard,2015,10,,,32,55483,55483.0,1694,24,2018-08-31,4
147898,Canada,Quebec,Tremblant,H5Y 2S9,Female,High School or Below,59849.0,Divorced,Star,4241.64,Standard,2012,8,,,36,58630,58630.0,1443,24,2018-11-30,1
530105,Canada,Ontario,London,M5B 3E4,Male,College,73455.0,Single,Star,4242.69,Standard,2017,11,2018.0,7.0,15,26318,26318.0,1222,24,2018-06-30,6
610946,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,56947.0,Married,Star,4244.47,Standard,2016,12,,,45,58573,58573.0,3141,24,2018-12-31,0
383108,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,64497.0,Married,Star,4247.68,Standard,2012,6,,,39,50131,50131.0,357,24,2018-12-31,0
836343,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,64497.0,Married,Star,4247.68,Standard,2017,4,,,33,43962,43962.0,559,24,2018-10-31,2
110262,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,52267.0,Married,Aurora,9427.68,2018 Promotion,2018,2,,,45,76551,114826.5,808,11,2018-12-31,0
585357,Canada,Quebec,Quebec City,G1B 3L5,Male,College,73455.0,Single,Star,4250.28,Standard,2016,10,,,51,84589,84589.0,1935,24,2018-09-30,3
784804,Canada,Alberta,Banff,T4V 1D4,Female,College,73455.0,Single,Star,4250.28,Standard,2015,8,,,24,38122,38122.0,0,24,2018-12-31,0
719633,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,52109.0,Divorced,Star,4250.78,Standard,2016,12,,,0,0,0.0,0,48,,999
715764,Canada,Manitoba,Winnipeg,R3R 3T4,Male,College,73455.0,Single,Star,4253.28,Standard,2016,8,,,23,33681,33681.0,2026,24,2018-11-30,1
753473,Canada,Ontario,Toronto,M2M 7K8,Female,Doctor,70996.0,Single,Star,4254.62,Standard,2013,7,,,50,64862,64862.0,0,24,2018-12-31,0
980856,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Doctor,70996.0,Single,Star,4254.62,Standard,2015,2,,,39,71857,71857.0,1708,24,2018-11-30,1
271660,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,73455.0,Married,Star,4270.03,Standard,2015,4,,,25,38059,38059.0,0,24,2018-08-31,4
342980,Canada,Alberta,Peace River,T9O 2W2,Female,Bachelor,69086.0,Single,Aurora,19480.5,2018 Promotion,2018,2,,,29,52358,78537.0,0,11,2018-12-31,0
830547,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,51111.0,Single,Star,4271.2,Standard,2018,5,,,10,12763,12763.0,0,24,2018-12-31,0
264936,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,73455.0,Single,Star,4272.81,Standard,2013,8,,,40,45417,45417.0,539,24,2018-12-31,0
436498,Canada,Quebec,Montreal,H2T 9K8,Male,College,73455.0,Single,Star,4272.81,Standard,2013,11,2016.0,3.0,0,0,0.0,0,24,,999
976513,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,92067.0,Married,Star,4273.59,Standard,2014,8,,,44,68242,68242.0,1468,24,2018-12-31,0
828776,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,60899.0,Married,Star,4274.62,Standard,2017,5,,,31,30571,30571.0,0,24,2018-12-31,0
240362,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,58756.0,Married,Star,4276.36,Standard,2014,10,,,26,49435,49435.0,1523,24,2018-08-31,4
137845,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,88445.0,Married,Star,4277.27,Standard,2013,6,,,50,73942,73942.0,1012,24,2018-12-31,0
430569,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,87462.0,Married,Star,4277.56,Standard,2016,10,,,67,98124,98124.0,1759,24,2018-12-31,0
317001,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,61809.0,Married,Star,4282.95,Standard,2018,8,,,4,8918,8918.0,1369,24,2018-12-31,0
625870,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,61809.0,Married,Star,4282.95,Standard,2013,8,,,45,63589,63589.0,546,24,2018-12-31,0
660554,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,61809.0,Married,Star,4282.95,Standard,2017,10,,,17,25161,25161.0,1258,24,2018-12-31,0
917630,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,61809.0,Married,Star,4282.95,Standard,2016,12,,,28,47734,47734.0,0,24,2018-10-31,2
670686,Canada,Ontario,Thunder Bay,K8T 5M5,Female,College,73455.0,Single,Star,4291.06,Standard,2018,5,,,24,36605,36605.0,0,24,2018-10-31,2
717660,Canada,British Columbia,Vancouver,V1E 4R6,Male,College,73455.0,Single,Star,4293.01,Standard,2015,3,,,26,31392,31392.0,0,24,2018-11-30,1
450621,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,77083.0,Married,Star,4296.6,Standard,2015,3,,,24,28677,28677.0,407,24,2018-11-30,1
939562,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,95467.0,Married,Star,4297.02,Standard,2016,12,,,61,95807,95807.0,400,24,2018-12-31,0
135250,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,88089.0,Married,Star,4298.66,Standard,2013,8,,,34,48296,48296.0,734,24,2018-12-31,0
714555,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,64387.0,Divorced,Star,4299.84,Standard,2013,8,,,45,69030,69030.0,1087,24,2018-12-31,0
947868,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,96733.0,Married,Star,4300.9,Standard,2012,5,,,35,58323,58323.0,1031,24,2018-12-31,0
573661,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,86098.0,Single,Star,4303.64,Standard,2018,8,,,5,5050,5050.0,0,24,2018-12-31,0
228580,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,54643.0,Single,Star,4305.79,Standard,2012,5,,,34,42744,42744.0,2307,24,2018-12-31,0
557500,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,49606.0,Married,Star,4305.81,Standard,2015,11,,,43,63888,63888.0,2077,24,2018-12-31,0
238233,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,85577.0,Married,Star,4307.42,Standard,2017,4,,,24,34793,34793.0,0,24,2018-12-31,0
979309,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,63654.0,Single,Star,4312.77,Standard,2013,3,,,32,49776,49776.0,818,24,2018-12-31,0
342483,Canada,Alberta,Calgary,T3E 2V9,Male,College,73455.0,Single,Aurora,23706.11,2018 Promotion,2018,3,,,51,89628,134442.0,448,11,2018-12-31,0
833569,Canada,Saskatchewan,Regina,S6J 3G0,Female,College,73455.0,Single,Star,4314.07,Standard,2017,9,,,22,36644,36644.0,458,24,2018-11-30,1
120046,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,56411.0,Married,Star,4314.17,Standard,2017,7,,,18,26202,26202.0,1339,24,2018-12-31,0
816881,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,56411.0,Married,Star,4314.17,Standard,2018,6,,,46,44956,44956.0,999,24,2018-11-30,1
717700,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,62093.0,Married,Star,4315.79,Standard,2015,9,,,49,66037,66037.0,2047,24,2018-12-31,0
384146,Canada,Alberta,Peace River,T9O 2W2,Female,High School or Below,48890.0,Married,Nova,2790.23,2018 Promotion,2018,4,2018.0,12.0,43,57117,85675.5,0,11,2018-12-31,0
245465,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Doctor,69818.0,Married,Star,4319.15,Standard,2015,8,,,45,68549,68549.0,1609,24,2018-12-31,0
510372,Canada,Ontario,Toronto,M2M 7K8,Female,College,73455.0,Divorced,Star,4322.24,Standard,2018,7,,,1,1285,1285.0,0,24,2018-11-30,1
709920,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,82427.0,Married,Star,4327.1,Standard,2013,1,,,29,32212,32212.0,506,24,2018-12-31,0
156031,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,84981.0,Married,Star,4328.37,Standard,2014,12,2015.0,8.0,0,0,0.0,0,48,,999
143784,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,76159.0,Married,Star,4330.39,Standard,2013,1,,,45,60209,60209.0,1172,24,2018-12-31,0
602176,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,76159.0,Married,Star,4330.39,Standard,2016,8,2018.0,5.0,22,38288,38288.0,1091,24,2018-05-31,7
870998,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,76159.0,Married,Star,4330.39,Standard,2016,4,,,47,66987,66987.0,1331,24,2018-12-31,0
958224,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,76159.0,Married,Star,4330.39,Standard,2015,12,,,40,67473,67473.0,434,24,2018-12-31,0
837628,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,60928.0,Married,Star,4330.77,Standard,2014,10,,,33,48258,48258.0,644,24,2018-12-31,0
395460,Canada,Alberta,Edmonton,T9G 1W3,Male,College,73455.0,Single,Star,4330.8,Standard,2013,12,,,40,62296,62296.0,1075,24,2018-12-31,0
136547,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,92131.0,Married,Star,4331.46,Standard,2012,9,,,39,62228,62228.0,0,24,2018-12-31,0
780631,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,92131.0,Married,Star,4331.46,Standard,2018,11,,,3,4362,4362.0,0,24,2018-12-31,0
166712,Canada,Saskatchewan,Regina,S1J 3C5,Male,Master,114551.0,Single,Star,4334.06,Standard,2014,8,,,39,64052,64052.0,486,24,2018-11-30,1
217695,Canada,Ontario,Trenton,K8V 4B2,Male,Master,114551.0,Single,Star,4334.06,Standard,2013,9,,,41,74109,74109.0,1595,24,2018-09-30,3
263707,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Master,114551.0,Single,Star,4334.06,Standard,2014,5,,,18,28142,28142.0,484,24,2018-09-30,3
638368,Canada,Quebec,Montreal,H2T 2J6,Male,Master,114551.0,Single,Star,4334.06,Standard,2013,11,,,37,60912,60912.0,0,24,2018-11-30,1
695529,Canada,British Columbia,Vancouver,V6E 3D9,Male,Master,114551.0,Single,Star,4334.06,Standard,2012,12,,,41,52457,52457.0,1245,24,2018-11-30,1
871203,Canada,Ontario,Toronto,M1R 4K3,Male,Master,114551.0,Single,Star,4334.06,Standard,2017,12,,,24,33794,33794.0,800,24,2018-12-31,0
915571,Canada,British Columbia,Victoria,V10 6T5,Male,Master,114551.0,Single,Star,4334.06,Standard,2015,7,,,21,41481,41481.0,510,24,2018-11-30,1
642109,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,94908.0,Married,Star,4335.35,Standard,2014,2,,,46,60699,60699.0,816,24,2018-11-30,1
833701,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,73455.0,Single,Star,4340.86,Standard,2014,2,,,34,49776,49776.0,1076,24,2018-09-30,3
275442,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,87262.0,Married,Star,4349.31,Standard,2016,1,,,37,49822,49822.0,1164,24,2018-11-30,1
374345,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,87262.0,Married,Star,4349.31,Standard,2015,10,,,51,79256,79256.0,1876,24,2018-12-31,0
384825,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,87262.0,Married,Star,4349.31,Standard,2012,8,,,41,71693,71693.0,1324,24,2018-11-30,1
559233,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,87262.0,Married,Star,4349.31,Standard,2018,7,,,4,4308,4308.0,730,24,2018-11-30,1
564650,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,87262.0,Married,Star,4349.31,Standard,2013,8,,,35,57097,57097.0,1897,24,2018-11-30,1
277649,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,94838.0,Divorced,Star,4358.76,Standard,2012,8,,,39,51123,51123.0,1985,24,2018-12-31,0
176885,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,90142.0,Married,Star,4361.37,Standard,2015,12,2016.0,8.0,0,0,0.0,0,24,,999
732013,Canada,Ontario,Toronto,M2P 4F6,Female,Bachelor,90142.0,Married,Star,4361.37,Standard,2015,9,,,40,62885,62885.0,1265,24,2018-12-31,0
793318,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,73455.0,Single,Star,4362.77,Standard,2016,2,,,41,71191,71191.0,1204,24,2018-12-31,0
830024,Canada,Quebec,Montreal,H2T 9K8,Female,College,73455.0,Single,Star,4362.77,Standard,2015,4,,,31,40015,40015.0,1172,24,2018-11-30,1
223684,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,74964.0,Married,Star,4362.93,Standard,2018,7,,,2,4014,4014.0,0,24,2018-10-31,2
723262,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,74964.0,Married,Star,4362.93,Standard,2018,10,,,5,4782,4782.0,0,24,2018-12-31,0
879892,Canada,Ontario,Toronto,M2M 6J7,Male,Bachelor,71797.0,Divorced,Star,4363.12,Standard,2018,5,,,18,22819,22819.0,0,24,2018-12-31,0
966117,Canada,Alberta,Calgary,T3E 2V9,Male,Bachelor,71797.0,Divorced,Star,4363.12,Standard,2012,9,,,35,48144,48144.0,2422,24,2018-11-30,1
258358,Canada,Quebec,Montreal,H2T 2J6,Female,College,73455.0,Single,Star,4363.2,Standard,2016,7,2017.0,3.0,8,17559,17559.0,0,24,2017-03-31,21
265836,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,64692.0,Single,Star,4364.31,Standard,2013,6,,,28,46733,46733.0,787,24,2018-11-30,1
474174,Canada,Ontario,Sudbury,M5V 1G5,Female,Doctor,218703.0,Married,Star,4365.26,Standard,2015,11,2018.0,1.0,31,39281,39281.0,825,24,2018-01-31,10
474172,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,50951.0,Single,Star,4369.04,Standard,2015,5,2016.0,3.0,0,0,0.0,0,24,,999
202299,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Doctor,245427.0,Married,Star,4373.36,Standard,2017,3,,,34,50186,50186.0,550,24,2018-12-31,0
497467,Canada,Quebec,Montreal,H4G 3T4,Female,Doctor,245427.0,Married,Star,4373.36,Standard,2015,3,,,38,51682,51682.0,438,24,2018-12-31,0
971902,Canada,Ontario,Toronto,M1R 4K3,Male,College,73455.0,Married,Star,4376.08,Standard,2014,1,2015.0,11.0,0,0,0.0,0,24,,999
134279,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,78573.0,Divorced,Star,4376.36,Standard,2018,8,,,12,16236,16236.0,565,24,2018-12-31,0
474757,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,78573.0,Divorced,Star,4376.36,Standard,2014,4,2015.0,5.0,0,0,0.0,0,24,,999
635225,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,78573.0,Divorced,Star,4376.36,Standard,2015,3,,,41,58466,58466.0,1191,24,2018-12-31,0
980198,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,78573.0,Divorced,Star,4376.36,Standard,2017,2,,,23,39983,39983.0,978,24,2018-11-30,1
995693,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,78573.0,Divorced,Star,4376.36,Standard,2018,5,,,9,14812,14812.0,0,24,2018-12-31,0
861924,Canada,Nova Scotia,Halifax,B3C 2M8,Male,College,73455.0,Single,Star,4377.53,Standard,2013,9,,,30,45189,45189.0,1023,24,2018-11-30,1
639383,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,46978.0,Married,Star,4381.18,Standard,2018,10,,,5,9464,9464.0,0,24,2018-12-31,0
769731,Canada,Ontario,Toronto,P1W 1K4,Female,High School or Below,61040.0,Married,Star,4381.88,Standard,2016,3,,,28,35823,35823.0,1252,24,2018-12-31,0
884530,Canada,British Columbia,Vancouver,V5R 1W3,Female,High School or Below,61040.0,Married,Star,4381.88,Standard,2018,7,,,12,19909,19909.0,372,24,2018-12-31,0
207372,Canada,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,93733.0,Single,Star,4383.15,Standard,2017,12,,,27,40811,40811.0,0,24,2018-12-31,0
236300,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,55522.0,Married,Star,4384.35,Standard,2015,8,2016.0,8.0,0,0,0.0,0,24,,999
543553,Canada,Ontario,Toronto,P1J 8T7,Female,Master,72027.0,Single,Star,4386.28,Standard,2018,11,,,2,4950,4950.0,0,24,2018-12-31,0
639701,Canada,Ontario,Trenton,K8V 4B2,Female,Master,72027.0,Single,Star,4386.28,Standard,2012,4,,,45,66420,66420.0,1537,24,2018-12-31,0
998090,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,51427.0,Married,Star,4389.28,Standard,2016,7,,,34,48822,48822.0,1559,24,2018-09-30,3
283747,Canada,Quebec,Tremblant,H5Y 2S9,Male,College,73455.0,Divorced,Star,4389.95,Standard,2016,4,,,42,62670,62670.0,2403,24,2018-11-30,1
863122,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,52922.0,Married,Star,4395.89,Standard,2018,5,,,22,36570,36570.0,484,24,2018-12-31,0
816593,Canada,British Columbia,Victoria,V10 6T5,Male,College,73455.0,Single,Star,4398.05,Standard,2015,11,,,38,62856,62856.0,1909,24,2018-11-30,1
440939,Canada,Manitoba,Winnipeg,R2C 0M5,Female,High School or Below,68812.0,Married,Star,4419.12,Standard,2016,9,,,32,56666,56666.0,0,24,2018-12-31,0
531201,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,College,73455.0,Married,Star,4419.54,Standard,2012,8,,,0,0,0.0,0,24,,999
585629,Canada,Quebec,Montreal,H2T 9K8,Male,College,73455.0,Single,Star,4423.69,Standard,2016,3,,,56,100777,100777.0,408,24,2018-11-30,1
347932,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,78444.0,Married,Star,4425.75,Standard,2012,9,,,41,69326,69326.0,1441,24,2018-12-31,0
417886,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,91100.0,Married,Star,4425.91,Standard,2015,2,,,38,52764,52764.0,1428,24,2018-12-31,0
514900,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,91100.0,Married,Star,4425.91,Standard,2018,7,,,4,5931,5931.0,0,24,2018-11-30,1
203550,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,53610.0,Married,Star,4426.1,Standard,2013,11,,,30,43641,43641.0,1965,24,2018-12-31,0
181825,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,74770.0,Married,Star,4428.03,Standard,2015,4,,,51,78928,78928.0,987,24,2018-12-31,0
261582,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,74770.0,Married,Star,4428.03,Standard,2012,7,,,58,90928,90928.0,1944,24,2018-11-30,1
679859,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,74770.0,Married,Star,4428.03,Standard,2014,9,,,19,25215,25215.0,402,24,2018-10-31,2
977693,Canada,Alberta,Calgary,T3E 2V9,Female,College,73455.0,Single,Nova,2887.74,2018 Promotion,2018,2,,,34,46025,69037.5,732,11,2018-12-31,0
122958,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,49512.0,Married,Star,4430.57,Standard,2016,6,,,59,89490,89490.0,1631,24,2018-12-31,0
274698,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,57188.0,Married,Star,4434.41,Standard,2013,9,2018.0,3.0,29,47450,47450.0,0,24,2018-03-31,9
443967,Canada,Alberta,Peace River,T9O 2W2,Female,High School or Below,73327.0,Single,Nova,3086.87,2018 Promotion,2018,3,,,62,77440,116160.0,0,11,2018-10-31,2
652291,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,96749.0,Divorced,Star,4439.9,Standard,2013,10,,,38,54402,54402.0,1431,24,2018-12-31,0
603775,Canada,Ontario,Ottawa,K1F 2R2,Male,College,73455.0,Married,Star,4443.63,Standard,2014,3,,,43,58077,58077.0,1816,24,2018-12-31,0
948404,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Doctor,86499.0,Married,Star,4447.42,Standard,2014,12,,,21,28763,28763.0,2309,24,2018-07-31,5
605877,Canada,Ontario,Toronto,P1J 8T7,Female,College,73455.0,Married,Star,4455.84,Standard,2016,12,,,41,72699,72699.0,1877,24,2018-11-30,1
