Loyalty Number,CLV,Churn_Probability,Risk_Level,Value_Segment,Revenue_At_Risk,Priority_Score,Recommended_Action,Communication_Channel,Action_Timeline
288500,7434.68,0.109106176,Low Risk,Gold,811.1695016208291,811.1695016208291,No Action Required,None,No Immediate Action
270935,9422.97,0.09931288,Low Risk,Premium,935.8222807983309,935.8222807983309,No Action Required,None,No Immediate Action
233646,4815.02,0.19055238,Low Risk,Silver,917.513538376689,917.513538376689,No Action Required,None,No Immediate Action
105063,7251.33,0.22081494,Low Risk,Gold,1601.2020228981971,1601.2020228981971,No Action Required,None,No Immediate Action
996984,2780.2,0.3952137,Low Risk,Bronze,1098.7731103360652,1098.7731103360652,No Action Required,None,No Immediate Action
232203,3470.18,0.2618225,Low Risk,Bronze,908.5711748868226,908.5711748868226,No Action Required,None,No Immediate Action
293137,2589.43,0.8050532,Critical Risk,Bronze,2084.6288416343928,2084.6288416343928,Double Loyalty Points Campaign,App Notification,Within 24 Hours
460058,4755.76,0.14341813,Low Risk,Silver,682.0622214269638,682.0622214269638,No Action Required,None,No Immediate Action
998061,5237.48,0.8925313,Critical Risk,Silver,4674.614706110954,4674.614706110954,Double Loyalty Points Campaign,App Notification,Within 24 Hours
273478,6503.4,0.12304648,Low Risk,Gold,800.2204788073897,800.2204788073897,No Action Required,None,No Immediate Action
999788,8409.07,0.8089928,Critical Risk,Gold,6802.877110736966,6802.877110736966,Free Upgrade Voucher,Email + SMS,Within 24 Hours
480200,5932.56,0.09177852,Low Risk,Gold,544.4815574455262,544.4815574455262,No Action Required,None,No Immediate Action
480732,5384.67,0.11366093,Low Risk,Silver,612.0266084897519,612.0266084897519,No Action Required,None,No Immediate Action
465170,8004.21,0.23080313,Low Risk,Gold,1847.3967376434803,1847.3967376434803,No Action Required,None,No Immediate Action
500374,4770.55,0.6557066,High Risk,Silver,3128.0810464650394,3128.0810464650394,20% Bonus Miles Offer,Email,Within 7 Days
277145,7779.59,0.3108826,Low Risk,Gold,2418.539151832759,2418.539151832759,No Action Required,None,No Immediate Action
270266,6535.56,0.16771418,Low Risk,Gold,1096.1060768437387,1096.1060768437387,No Action Required,None,No Immediate Action
500058,2921.49,0.8353689,Critical Risk,Bronze,2440.5218049502373,2440.5218049502373,Double Loyalty Points Campaign,App Notification,Within 24 Hours
496759,3834.74,0.10767601,Low Risk,Bronze,412.9094905216992,412.9094905216992,No Action Required,None,No Immediate Action
500280,2489.75,0.09875288,Low Risk,Bronze,245.8699795100838,245.8699795100838,No Action Required,None,No Immediate Action
496371,5457.34,0.14888649,Low Risk,Silver,812.5241803529859,812.5241803529859,No Action Required,None,No Immediate Action
277285,4929.55,0.124370836,Low Risk,Silver,613.0922532308847,613.0922532308847,No Action Required,None,No Immediate Action
304131,5260.92,0.15707995,Low Risk,Silver,826.3850504225493,826.3850504225493,No Action Required,None,No Immediate Action
464970,5862.8,0.24126521,Low Risk,Gold,1414.4896587014198,1414.4896587014198,No Action Required,None,No Immediate Action
996989,2839.57,0.13558596,Low Risk,Bronze,385.00583501756194,385.00583501756194,No Action Required,None,No Immediate Action
460025,2823.5,0.10363364,Low Risk,Bronze,292.60958874225616,292.60958874225616,No Action Required,None,No Immediate Action
307623,14435.67,0.084860004,Low Risk,Premium,1225.0110209389777,1225.0110209389777,No Action Required,None,No Immediate Action
290362,5279.12,0.14080337,Low Risk,Silver,743.3178702664375,743.3178702664375,No Action Required,None,No Immediate Action
464471,4755.48,0.9999361,Critical Risk,Silver,4755.176142997741,4755.176142997741,Double Loyalty Points Campaign,App Notification,Within 24 Hours
221862,2732.61,0.082732685,Low Risk,Bronze,226.07616211272776,226.07616211272776,No Action Required,None,No Immediate Action
226804,8160.59,0.96656555,Critical Risk,Gold,7887.745156562924,7887.745156562924,Free Upgrade Voucher,Email + SMS,Within 24 Hours
274535,21522.95,0.77299726,High Risk,Premium,16637.181379133464,16637.181379133464,Priority Lounge Access,Email,Within 7 Days
288491,6712.29,0.17983274,Low Risk,Gold,1207.0895132361352,1207.0895132361352,No Action Required,None,No Immediate Action
303573,8697.79,0.11877978,Low Risk,Gold,1033.1215694701673,1033.1215694701673,No Action Required,None,No Immediate Action
293222,5445.37,0.34801194,Low Risk,Silver,1895.0537816259264,1895.0537816259264,No Action Required,None,No Immediate Action
459936,9048.98,0.09745895,Low Risk,Premium,881.9041000054776,881.9041000054776,No Action Required,None,No Immediate Action
274622,2842.03,0.9546935,Critical Risk,Bronze,2713.2675570827723,2713.2675570827723,Double Loyalty Points Campaign,App Notification,Within 24 Hours
973070,9880.39,0.9999311,Critical Risk,Premium,9879.709211790561,9879.709211790561,Personal Relationship Manager Call,Phone Call,Within 24 Hours
464447,8007.4,0.11288319,Low Risk,Gold,903.9008382335305,903.9008382335305,No Action Required,None,No Immediate Action
278987,2787.54,0.1874884,Low Risk,Bronze,522.6314337605238,522.6314337605238,No Action Required,None,No Immediate Action
977236,16301.97,0.79776186,High Risk,Premium,13005.089868265986,13005.089868265986,Priority Lounge Access,Email,Within 7 Days
500038,2864.09,0.09762186,Low Risk,Bronze,279.59778762280945,279.59778762280945,No Action Required,None,No Immediate Action
223081,9915.9,0.99992955,Critical Risk,Premium,9915.201398169995,9915.201398169995,Personal Relationship Manager Call,Phone Call,Within 24 Hours
975181,7724.05,0.3201834,Low Risk,Gold,2473.1125624954702,2473.1125624954702,No Action Required,None,No Immediate Action
460037,2847.97,0.7773431,High Risk,Bronze,2213.849812412858,2213.849812412858,20% Bonus Miles Offer,Email,Within 7 Days
293212,5107.16,0.090126574,Low Risk,Silver,460.29083387136455,460.29083387136455,No Action Required,None,No Immediate Action
464394,37150.83,0.1260349,Low Risk,Premium,4682.3011642541,4682.3011642541,No Action Required,None,No Immediate Action
222960,5207.99,0.104185686,Low Risk,Silver,542.5980083073675,542.5980083073675,No Action Required,None,No Immediate Action
480502,6696.9,0.19544867,Low Risk,Gold,1308.9001767665147,1308.9001767665147,No Action Required,None,No Immediate Action
480203,2831.68,0.10059858,Low Risk,Bronze,284.86299022912976,284.86299022912976,No Action Required,None,No Immediate Action
304445,2300.69,0.20693702,Low Risk,Bronze,476.0979211705923,476.0979211705923,No Action Required,None,No Immediate Action
482796,8044.87,0.9998896,Critical Risk,Gold,8043.981944482326,8043.981944482326,Free Upgrade Voucher,Email + SMS,Within 24 Hours
293531,4784.77,0.1400432,Low Risk,Silver,670.0744975775481,670.0744975775481,No Action Required,None,No Immediate Action
227429,2436.01,0.12089303,Low Risk,Bronze,294.4966333201528,294.4966333201528,No Action Required,None,No Immediate Action
290465,17556.99,0.089048356,Low Risk,Premium,1563.4210926094652,1563.4210926094652,No Action Required,None,No Immediate Action
483436,13770.98,0.113163486,Low Risk,Premium,1558.3721041312813,1558.3721041312813,No Action Required,None,No Immediate Action
279221,5043.8,0.10783716,Low Risk,Silver,543.9090822950005,543.9090822950005,No Action Required,None,No Immediate Action
303445,16953.08,0.6021449,High Risk,Premium,10208.210610163213,10208.210610163213,Priority Lounge Access,Email,Within 7 Days
485282,4743.69,0.12503171,Low Risk,Silver,593.1116708493232,593.1116708493232,No Action Required,None,No Immediate Action
462077,5227.1,0.16710941,Low Risk,Silver,873.497622807324,873.497622807324,No Action Required,None,No Immediate Action
270304,5659.24,0.09541771,Low Risk,Silver,539.9917107188702,539.9917107188702,No Action Required,None,No Immediate Action
278164,19435.63,0.045464296,Low Risk,Premium,883.6272332045064,883.6272332045064,No Action Required,None,No Immediate Action
305843,13024.13,0.21135649,Low Risk,Premium,2752.7344131800533,2752.7344131800533,No Action Required,None,No Immediate Action
481699,5075.66,0.9999373,Critical Risk,Silver,5075.341735377311,5075.341735377311,Double Loyalty Points Campaign,App Notification,Within 24 Hours
462497,2773.46,0.99993384,Critical Risk,Bronze,2773.2765046811105,2773.2765046811105,Double Loyalty Points Campaign,App Notification,Within 24 Hours
276931,3508.93,0.99994004,Critical Risk,Bronze,3508.719596582651,3508.719596582651,Double Loyalty Points Campaign,App Notification,Within 24 Hours
499132,5123.77,0.1718976,Low Risk,Silver,880.7637918861211,880.7637918861211,No Action Required,None,No Immediate Action
975218,7596.14,0.43642992,Medium Risk,Gold,3315.182755891085,3315.182755891085,Targeted Email Campaign,None,Within 30 Days
222490,20314.44,0.15715234,Low Risk,Premium,3192.461778053641,3192.461778053641,No Action Required,None,No Immediate Action
277649,4358.76,0.122101165,Low Risk,Silver,532.2096754994989,532.2096754994989,No Action Required,None,No Immediate Action
484592,3679.14,0.097287685,Low Risk,Bronze,357.93501221001145,357.93501221001145,No Action Required,None,No Immediate Action
306676,11619.92,0.07624306,Low Risk,Premium,885.9382327377796,885.9382327377796,No Action Required,None,No Immediate Action
498573,13104.15,0.29543653,Low Risk,Premium,3871.444621704519,3871.444621704519,No Action Required,None,No Immediate Action
462595,2566.87,0.09766616,Low Risk,Bronze,250.69633425101637,250.69633425101637,No Action Required,None,No Immediate Action
289151,4434.94,0.15087752,Low Risk,Silver,669.1327505090832,669.1327505090832,No Action Required,None,No Immediate Action
305807,7126.6,0.12178193,Low Risk,Gold,867.8911046713591,867.8911046713591,No Action Required,None,No Immediate Action
480021,7028.94,0.9530703,Critical Risk,Gold,6699.073834540844,6699.073834540844,Free Upgrade Voucher,Email + SMS,Within 24 Hours
292035,6063.2,0.9999378,Critical Risk,Gold,6062.822703742981,6062.822703742981,Free Upgrade Voucher,Email + SMS,Within 24 Hours
461353,2780.73,0.08295148,Low Risk,Bronze,230.6656652545184,230.6656652545184,No Action Required,None,No Immediate Action
274354,3954.54,0.120391496,Low Risk,Bronze,476.0929847167432,476.0929847167432,No Action Required,None,No Immediate Action
105552,8256.3,0.16375029,Low Risk,Gold,1351.9715265154837,1351.9715265154837,No Action Required,None,No Immediate Action
977305,2530.71,0.17490095,Low Risk,Bronze,442.62358064711094,442.62358064711094,No Action Required,None,No Immediate Action
290902,5498.75,0.08140652,Low Risk,Silver,447.63409534469247,447.63409534469247,No Action Required,None,No Immediate Action
498514,25755.28,0.091895126,Low Risk,Premium,2366.7846957772967,2366.7846957772967,No Action Required,None,No Immediate Action
482345,10594.13,0.11902253,Low Risk,Premium,1260.9401906834541,1260.9401906834541,No Action Required,None,No Immediate Action
461354,3933.81,0.67662126,High Risk,Bronze,2661.699471951127,2661.699471951127,20% Bonus Miles Offer,Email,Within 7 Days
484194,5009.81,0.18013215,Low Risk,Silver,902.4278496479989,902.4278496479989,No Action Required,None,No Immediate Action
292021,9095.05,0.223803,Low Risk,Premium,2035.4994629807768,2035.4994629807768,No Action Required,None,No Immediate Action
278054,5577.67,0.9999417,Critical Risk,Silver,5577.344858971835,5577.344858971835,Double Loyalty Points Campaign,App Notification,Within 24 Hours
498610,2563.86,0.27657223,Low Risk,Bronze,709.0924711418152,709.0924711418152,No Action Required,None,No Immediate Action
276967,8306.55,0.825343,Critical Risk,Gold,6855.753003054857,6855.753003054857,Free Upgrade Voucher,Email + SMS,Within 24 Hours
306667,2320.75,0.1675109,Low Risk,Bronze,388.75091402977705,388.75091402977705,No Action Required,None,No Immediate Action
481851,21920.81,0.2793986,Low Risk,Premium,6124.643412810862,6124.643412810862,No Action Required,None,No Immediate Action
462459,4762.82,0.15785217,Low Risk,Silver,751.8214859008789,751.8214859008789,No Action Required,None,No Immediate Action
226194,26576.32,0.12205674,Low Risk,Premium,3243.818915076256,3243.818915076256,No Action Required,None,No Immediate Action
973168,2487.78,0.13201906,Low Risk,Bronze,328.4343717876077,328.4343717876077,No Action Required,None,No Immediate Action
226387,4482.02,0.8030025,Critical Risk,Silver,3599.0731605839733,3599.0731605839733,Double Loyalty Points Campaign,App Notification,Within 24 Hours
277769,5054.33,0.27665856,Low Risk,Silver,1398.3236838558316,1398.3236838558316,No Action Required,None,No Immediate Action
290964,3444.17,0.2094543,Low Risk,Bronze,721.3962096095086,721.3962096095086,No Action Required,None,No Immediate Action
499346,3230.58,0.17789182,Low Risk,Bronze,574.6937580174208,574.6937580174208,No Action Required,None,No Immediate Action
975212,13576.14,0.9998956,Critical Risk,Premium,13574.722279844284,13574.722279844284,Personal Relationship Manager Call,Phone Call,Within 24 Hours
996796,2619.17,0.11042051,Low Risk,Bronze,289.21008762940767,289.21008762940767,No Action Required,None,No Immediate Action
462495,5904.09,0.08963366,Low Risk,Gold,529.2051869805157,529.2051869805157,No Action Required,None,No Immediate Action
975412,2719.43,0.13754386,Low Risk,Bronze,374.04089130699634,374.04089130699634,No Action Required,None,No Immediate Action
278059,2590.32,0.9998894,Critical Risk,Bronze,2590.0334426879886,2590.0334426879886,Double Loyalty Points Campaign,App Notification,Within 24 Hours
499128,9031.21,0.13476966,Low Risk,Premium,1217.1331301210819,1217.1331301210819,No Action Required,None,No Immediate Action
232609,4022.96,0.117733344,Low Risk,Silver,473.6365353310108,473.6365353310108,No Action Required,None,No Immediate Action
305857,2882.35,0.26195398,Low Risk,Bronze,755.0430534765125,755.0430534765125,No Action Required,None,No Immediate Action
232884,17250.75,0.24920064,Low Risk,Premium,4298.897976860404,4298.897976860404,No Action Required,None,No Immediate Action
289177,4525.28,0.14208066,Low Risk,Silver,642.9547900581359,642.9547900581359,No Action Required,None,No Immediate Action
289693,6314.6,0.8629924,Critical Risk,Gold,5449.451846241951,5449.451846241951,Free Upgrade Voucher,Email + SMS,Within 24 Hours
498587,7232.61,0.10641736,Low Risk,Gold,769.6752470773458,769.6752470773458,No Action Required,None,No Immediate Action
270499,17776.82,0.12660052,Low Risk,Premium,2250.5546350172162,2250.5546350172162,No Action Required,None,No Immediate Action
461540,5548.03,0.80219626,Critical Risk,Silver,4450.608940041065,4450.608940041065,Double Loyalty Points Campaign,App Notification,Within 24 Hours
227234,5924.67,0.17073195,Low Risk,Gold,1011.5304434014857,1011.5304434014857,No Action Required,None,No Immediate Action
462616,7704.96,0.16853084,Low Risk,Gold,1298.523355550766,1298.523355550766,No Action Required,None,No Immediate Action
499482,8131.78,0.20617945,Low Risk,Gold,1676.6059679511188,1676.6059679511188,No Action Required,None,No Immediate Action
498149,2452.49,0.17331307,Low Risk,Bronze,425.04856212541455,425.04856212541455,No Action Required,None,No Immediate Action
484733,5029.67,0.16919433,Low Risk,Silver,850.9916246701777,850.9916246701777,No Action Required,None,No Immediate Action
292061,16979.8,0.13061611,Low Risk,Premium,2217.8354847460982,2217.8354847460982,No Action Required,None,No Immediate Action
481531,2640.32,0.99993634,Critical Risk,Bronze,2640.1519231414795,2640.1519231414795,Double Loyalty Points Campaign,App Notification,Within 24 Hours
278307,13197.93,0.06829149,Low Risk,Premium,901.3063410443813,901.3063410443813,No Action Required,None,No Immediate Action
461108,3954.34,0.96961457,Critical Risk,Bronze,3834.1856604349614,3834.1856604349614,Double Loyalty Points Campaign,App Notification,Within 24 Hours
462803,2222.87,0.12030194,Low Risk,Bronze,267.41557236097754,267.41557236097754,No Action Required,None,No Immediate Action
